ep-593455 CCOC(C)=C(OC)OC
ep-633427 C#CC#COCC(=C)C#C
ep-633431 C#CC(=C)COC#COC
ep-633433 C=C(CC)C(C)(C)OCC
ep-633434 C=C(C)C(C)(C)OC(C)C
ep-633436 C=C(C)OC(C)(C)C(=C)C
ep-633437 C=C(C)C(C)(C)OCCC
ep-633439 C=CCOC(C)(C)C(=C)C
ep-633440 C#CCOC(C)(C)C(=C)C
ep-633441 C=C(C)C(C)(CC)OCC
ep-633452 C=C(C)C(C)(OC)OCC
ep-633463 CCOC(C)C(C)=COC
ep-633465 C=C(C)C(C)OC(C)(C)C
ep-633467 C=C(C)C(C)OC(C)CC
ep-633469 C=CC(C)OC(C)C(=C)C
ep-633470 C#CC(C)OC(C)C(=C)C
ep-633471 C=C(C)C(CC)OC(C)C
ep-633474 C#CC(=C)C(C)OCCC
ep-633476 C=C(CC)OC(C)C(=C)C
ep-633477 C=C(C)COC(C)C(=C)C
ep-633478 C=C(C)C(CC)OCCC
ep-633481 C=CCCOC(C)C(=C)C
ep-633482 C#CCCOC(C)C(=C)C
ep-633491 C#CC(=C)C(C)OCC=C
ep-633493 C=CC(=C)OC(C)C(=C)C
ep-633494 C=CCOC(CC)C(=C)C
ep-633504 C=C(C)C(OC)OC(C)C
ep-633518 CCCOCC(C)=COC
ep-633532 C=CCOCC(C)=COC
ep-633535 COC=C(C)COC(C)C
ep-633537 C#CCOCC(C)=COC
ep-633538 CCOC=C(C)COCC
ep-633540 C=COC=C(C)COCC
ep-633541 C#COC=C(C)COCC
ep-633544 C=C(C)COC(C)(C)CC
ep-633546 C=CC(C)(C)OCC(=C)C
ep-633547 C#CC(C)(C)OCC(=C)C
ep-633554 C=C(C)COC(C)(C)OC
ep-633556 C=C(C)COC(CC)CC
ep-633558 C=CC(CC)OCC(=C)C
ep-633559 C#CC(CC)OCC(=C)C
ep-633561 C#CCC(C)OCC(=C)C
ep-633568 C#CC(C=C)OCC(=C)C
ep-633572 C#CC(=C)COCC(=C)C
ep-633575 C#CC(=C)COCCC=C
ep-633577 C=CCC(=C)OCC(=C)C
ep-633578 C=C(C)COCCC=CC
ep-633587 C=C(C)COCC=COC
ep-633592 COC=C(C)C(C)(C)OC
ep-633633 C=C(C=CC)OC(C)(C)C
ep-633636 CC=CC(=CC)OC(C)C
ep-633638 C#CC(C)OC(=C)C=CC
ep-633640 C=CC=CC(=C)OC(C)C
ep-633641 C#CC=CC(=C)OC(C)C
ep-633643 C=CC=CC(=C)OC(=C)C
ep-633645 C=CC=CC(=CC)OCC
ep-633647 C#CCOC(=C)C=CC=C
ep-633649 C=C(C=CC=CC)OCC
ep-633652 C#CC=CC(=C)OC(=C)C
ep-633654 C#CC=CC(=CC)OCC
ep-633656 C#CC=CC(=C)OCC#C
ep-633658 C=C(C=CC#CC)OCC
ep-633669 C=C(C=COC)OC(C)C
ep-633671 C=C(C)OC(=C)C=COC
ep-633673 CC=C(C=COC)OCC
ep-633675 C=CCOC(=C)C=COC
ep-633676 C#CCOC(=C)C=COC
ep-633677 C=C(C=C(C)OC)OCC
ep-633678 C=C(C=COCC)OCC
ep-633679 C=C(C)OC(=C)COCC
ep-633681 C#CC(=C)OCCOCC
ep-633682 CC=C(C)OCCOCC
ep-633683 C=C(C)OCC(=C)OCC
ep-633684 C=C(C)OCCOC(C)C
ep-633686 C=C(C)OCCOC(=C)C
ep-633688 C#CCOCCOC(=C)C
ep-633695 C=C(C)OCCOCOC
ep-633697 C#CC(=C)OCCOC=C
ep-633698 C=COCCOC(C)=CC
ep-633699 C=C(C)OCCOC=CC
ep-633701 C#COC(C=CC=C)=CC
ep-633703 C#COC(=C)C=C(C)C=C
ep-633705 C#COC(=C)C=CC(=C)C
ep-633707 C=CC=CC(=C)OC#CC
ep-633709 C#COC(=C)C=CC=CC
ep-633712 C#CC=CC(=CC)OC#C
ep-633714 C#COC(=C)C=C(C)C#C
ep-633716 C#CC=CC(=C)OC#CC
ep-633718 C#COC(=C)C=CC#CC
ep-633721 C=COC(=C)C=C(C)CC
ep-633722 C#COC(=C)C=C(C)CC
ep-633724 CC=C(C=C(C)CC)OC
ep-633726 C=C(C=C(C)C(C)C)OC
ep-633727 C=C(C=C(C)C(=C)C)OC
ep-633728 C=C(C=C(CC)CC)OC
ep-633730 C=CC(=CC(=C)OC)CC
ep-633731 C#CC(=CC(=C)OC)CC
ep-633732 C=C(C=C(C)CCC)OC
ep-633734 C=CCC(C)=CC(=C)OC
ep-633735 C#CCC(C)=CC(=C)OC
ep-633748 C=COC(=C)C=C(C)C=C
ep-633750 C=CC(C)=CC(=CC)OC
ep-633752 C=CC(C=C)=CC(=C)OC
ep-633753 C#CC(C=C)=CC(=C)OC
ep-633754 C=C(C=C(C)C=CC)OC
ep-633756 C#CC(C)=CC(=C)OC=C
ep-633758 C#CC(C)=CC(=CC)OC
ep-633760 C#CC(C#C)=CC(=C)OC
ep-633761 C=C(C=C(C)C#CC)OC
ep-633763 C=COC(=C)C=CC(C)C
ep-633764 C#COC(=C)C=CC(C)C
ep-633766 CC=C(C=CC(C)C)OC
ep-633769 C=C(C=CC(C)(C)C)OC
ep-633770 C=C(C=CC(C)CC)OC
ep-633772 C=CC(C)C=CC(=C)OC
ep-633773 C#CC(C)C=CC(=C)OC
ep-633775 C=COC(=C)C=CC(=C)C
ep-633777 C=C(C)C=CC(=CC)OC
ep-633780 C=C(C=CC(=C)OC)CC
ep-633782 C=CC(=C)C=CC(=C)OC
ep-633783 C#CC(=C)C=CC(=C)OC
ep-633784 C=C(C=CC(C)=CC)OC
ep-633786 C=COC(=C)C=CCCC
ep-633787 C#COC(=C)C=CCCC
ep-633789 CC=C(C=CCCC)OC
ep-633792 C=C(C=CCC(C)C)OC
ep-633794 C=C(C)CC=CC(=C)OC
ep-633795 C=C(C=CCCCC)OC
ep-633796 C=CCCC=CC(=C)OC
ep-633797 C#CCCC=CC(=C)OC
ep-633799 C=CCC=CC(=C)OC=C
ep-633800 C#COC(=C)C=CCC=C
ep-633802 C=CCC=CC(=CC)OC
ep-633806 C=C(C=CCC=CC)OC
ep-633808 C#CCC=CC(=C)OC=C
ep-633809 C#CCC=CC(=C)OC#C
ep-633811 C#CCC=CC(=CC)OC
ep-633814 C=C(C=CCC#CC)OC
ep-633832 C=COC(=C)C=CC=CC
ep-633834 CC=CC=CC(=CC)OC
ep-633837 C=C(C=CC=C(C)C)OC
ep-633838 C=C(C=CC=CCC)OC
ep-633840 C=CC=CC=CC(=C)OC
ep-633841 C#CC=CC=CC(=C)OC
ep-633849 C=COC(=C)C=CC#CC
ep-633851 CC#CC=CC(=CC)OC
ep-633854 C=C(C=CC#CCC)OC
ep-633856 C=CC#CC=CC(=C)OC
ep-633857 C#CC#CC=CC(=C)OC
ep-633864 CCC(C)(C)OC(C)(C)C
ep-633866 C=CC(C)(C)OC(C)(C)C
ep-633867 C#CC(C)(C)OC(C)(C)C
ep-633876 COC(C)(C)OC(C)(C)C
ep-633877 CCC(C)OC(C)(C)CC
ep-633879 C=CC(C)OC(C)(C)CC
ep-633880 C#CC(C)OC(C)(C)CC
ep-633881 CCC(C)(CC)OC(C)C
ep-633883 C=CC(C)(CC)OC(C)C
ep-633884 C#CC(C)(CC)OC(C)C
ep-633885 CCCC(C)(C)OC(C)C
ep-633893 C=CC(C)(C)OC(C)CC
ep-633895 C=CC(C)OC(C)(C)C=C
ep-633896 C#CC(C)OC(C)(C)C=C
ep-633897 C#CC(C)(C=C)OC(C)C
ep-633898 CC=CC(C)(C)OC(C)C
ep-633900 C#CC(C)(C)OC(C)CC
ep-633902 CCC(CC)OC(C)(C)C
ep-633904 C=CC(CC)OC(C)(C)C
ep-633905 C#CC(CC)OC(C)(C)C
ep-633906 CCCC(C)OC(C)(C)C
ep-633908 C#CCC(C)OC(C)(C)C
ep-633915 COCC(C)OC(C)(C)C
ep-633916 C#CC(C)(C)OC(C)C=C
ep-633917 C#CC(C=C)OC(C)(C)C
ep-633918 CC=CC(C)OC(C)(C)C
ep-633925 CCC(OC)OC(C)(C)C
ep-633941 C=CC(OC)OC(C)(C)C
ep-633954 CCC(C)OC(C)(C)OC
ep-633958 C=C(CC)OC(C)(C)CC
ep-633959 CCCOC(C)(CC)CC
ep-633961 C=CC(C)(CC)OCCC
ep-633962 C#CC(C)(CC)OCCC
ep-633963 CCCOC(C)(C)CCC
ep-633965 C=CCCOC(C)(C)CC
ep-633966 C#CCCOC(C)(C)CC
ep-633974 C=CC(=C)OC(C)(C)CC
ep-633975 C=CCOC(C)(CC)CC
ep-633977 C=CCOC(C)(C=C)CC
ep-633978 C#CC(C)(CC)OCC=C
ep-633979 C=CCOC(C)(C)CCC
ep-633982 C#CC(C)(CC)OC(=C)C
ep-633983 C#CCOC(C)(C#C)CC
ep-633984 C#CC(C)(CCC)OCC
ep-633985 C#CC(CC)(CC)OCC
ep-633987 C#CC(C=C)(CC)OCC
ep-633988 C#CC(C#C)(CC)OCC
ep-633989 CC#CC(C)(CC)OCC
ep-634008 C#CC(CC)(OC)OCC
ep-634080 C=C(OC)C(C)OC(C)C
ep-634082 C#CC(C)OC(C)COC
ep-634083 CCC(COC)OC(C)C
ep-634084 C=CC(COC)OC(C)C
ep-634093 COCCOC(C)COC
ep-634094 C=CC(C)(C)OC(=C)CC
ep-634095 C#CC(C)(C=C)OCCC
ep-634098 C=CCCOC(C)(C)C=C
ep-634099 C#CCCOC(C)(C)C=C
ep-634104 C=CC(=C)OC(C)(C)C=C
ep-634105 C#CC(C)(C=C)OCC=C
ep-634109 C#CC(C)(C=C)OC(=C)C
ep-634110 C#CCOC(C)(C#C)C=C
ep-634111 C#CC(C#C)(C=C)OCC
ep-634112 C=CC(C)(C#CC)OCC
ep-634114 C=C(C)OC(C)(C)C=CC
ep-634116 C#CCOC(C)(C)C=CC
ep-634117 CC=CC(C)(CC)OCC
ep-634119 C=CC=CC(C)(C)OCC
ep-634120 C#CC=CC(C)(C)OCC
ep-634127 CCOC(C)(C)C=COC
ep-634131 C#CC(C)OC(C)C=CC
ep-634132 CC=CC(CC)OC(C)C
ep-634135 C=CC=CC(C)OC(C)C
ep-634136 C#CC=CC(C)OC(C)C
ep-634139 C=CC=CC(C)OC(=C)C
ep-634141 C#CCOC(C)C=CC=C
ep-634142 C=CC=CC(CC)OCC
ep-634145 CC=CC=CC(C)OCC
ep-634149 C#CC=CC(C)OC(=C)C
ep-634151 C#CC=CC(C)OCC#C
ep-634152 C#CC=CC(CC)OCC
ep-634155 CC#CC=CC(C)OCC
ep-634164 CCCOC(C)C=COC
ep-634186 C=CCOC(C)C=COC
ep-634198 COC=CC(C)OC(C)C
ep-634200 C=C(C)OC(C)C=COC
ep-634202 C#CCOC(C)C=COC
ep-634204 CCOC(C)C=C(C)OC
ep-634205 CCOC=CC(C)OCC
ep-634257 CCC#CC#COC(C)C
ep-634259 C=CC#CC#COC(C)C
ep-634260 C#CC#CC#COC(C)C
ep-634261 CC#CC#COC(C)CC
ep-634263 C=CC(C)OC#CC#CC
ep-634271 C=C(C)OC#CC#CCC
ep-634272 CCOC#CC#CC(C)C
ep-634274 C=C(C)C#CC#COCC
ep-634275 CCC#CC#COCCC
ep-634277 C=CCOC#CC#CCC
ep-634278 C#CCOC#CC#CCC
ep-634279 CCCC#CC#COCC
ep-634281 C=CCC#CC#COCC
ep-634282 C#CCC#CC#COCC
ep-634290 CCOC#CC#CCOC
ep-634291 C=CC#CC#COC(=C)C
ep-634292 C=CC#CC#COCCC
ep-634294 C=CC#CC#COCC=C
ep-634295 C#CCOC#CC#CC=C
ep-634296 CC=CC#CC#COCC
ep-634298 C#CC#CC#COC(=C)C
ep-634299 C#CC#CC#COCCC
ep-634301 C#CC#CC#COCC=C
ep-634302 C#CC#CC#COCC#C
ep-634303 CC#CC#CC#COCC
ep-634305 C=C(CC)OC#CC#CC
ep-634306 CC#CC#COCC(C)C
ep-634308 C=C(C)COC#CC#CC
ep-634309 CC#CC#COCCCC
ep-634311 C=CCCOC#CC#CC
ep-634312 C#CCCOC#CC#CC
ep-634315 C=CC(=C)OC#CC#CC
ep-634316 CC#CC#COCC=CC
ep-634318 C#CC(=C)OC#CC#CC
ep-634323 CCC#CC#COCOC
ep-634334 C=CC#CC#COCOC
ep-634338 C#CC#CC#COCOC
ep-634341 C=C(OC)OC#CC#CC
ep-634342 C#COC#CC#CC(C)C
ep-634344 C#COC#CC#CC(=C)C
ep-634345 CC#COC#CC#CCC
ep-634347 C#COC#CC#CCCC
ep-634349 C#COC#CC#CCC=C
ep-634350 C#CCC#CC#COC#C
ep-634355 C#COC#CC#CCOC
ep-634356 C=CC#CC#COC#CC
ep-634358 C#COC#CC#CC=CC
ep-634360 C#CC#CC#COC#CC
ep-634362 C#COC#CC#CC#CC
ep-634364 CC#CC#COC#CCC
ep-634365 C#CC#COC#CC#CC
ep-634366 C=COC#CC#CC(C)C
ep-634367 COC#CC#CC(C)(C)C
ep-634369 CCC(C)C#CC#COC
ep-634371 C=CC(C)C#CC#COC
ep-634372 C#CC(C)C#CC#COC
ep-634379 COC#CC#CC(C)OC
ep-634380 C=COC#CC#CC(=C)C
ep-634381 C=C(C#CC#COC)CC
ep-634383 C=CC(=C)C#CC#COC
ep-634384 C#CC(=C)C#CC#COC
ep-634385 CC=C(C)C#CC#COC
ep-634387 C=COC#CC#CCCC
ep-634388 COC#CC#CCC(C)C
ep-634390 C=C(C)CC#CC#COC
ep-634391 CCCCC#CC#COC
ep-634392 C=CCCC#CC#COC
ep-634393 C#CCCC#CC#COC
ep-634394 C=CCC#CC#COC=C
ep-634396 CC=CCC#CC#COC
ep-634397 C#CCC#CC#COC=C
ep-634398 CC#CCC#CC#COC
ep-634400 C=C(C#CC#COC)OC
ep-634403 C=COC#CC#CC=CC
ep-634404 COC#CC#CC=C(C)C
ep-634406 CCC=CC#CC#COC
ep-634408 C=CC=CC#CC#COC
ep-634409 C#CC=CC#CC#COC
ep-634410 C=COC#CC#CC#CC
ep-634411 CCC#CC#CC#COC
ep-634413 C=CC#CC#CC#COC
ep-634414 C#CC#CC#CC#COC
ep-634416 COC#CC#CC#COC
ep-634418 COC#CC#COC(C)C
ep-634426 C=C(C)OC#CC#COC
ep-634427 CCCOC#CC#COC
ep-634429 C=CCOC#CC#COC
ep-634430 C#CCOC#CC#COC
ep-634431 CCOC#CC#COCC
ep-634433 C=COC#CC#COCC
ep-634434 C#COC#CC#COCC
ep-634450 COC#CC#COCOC
ep-634455 CC#COC#CC#COC
ep-634457 C#COC#CC#COC=C
ep-634458 C#COC#CC#COC#C
ep-634464 C#CC#COC(C)C(=C)C
ep-634465 C#CC#COC(CC)CC
ep-634467 C#CC#COC(C=C)CC
ep-634468 C#CC#COC(C)CCC
ep-634472 C#CC#COC(C)C=CC
ep-634484 C#CC#COCC(C)=CC
ep-634486 C#CC#COC(=C)CCC
ep-634487 C#CC#COCCC(C)C
ep-634489 C#CC#COCCC(=C)C
ep-634490 C#CC#COCCCCC
ep-634492 C#CC#COCCCC=C
ep-634493 C#CC#COCCCC#C
ep-634494 C#CC#COC(=C)CC=C
ep-634495 C#CC#COCCC=CC
ep-634497 C#CC#COC(=C)CC#C
ep-634498 C#CC#COCCC#CC
ep-634624 C=C(C#CC(C)(C)C)OC
ep-634639 C=C(C#CC(C)CC)OC
ep-634651 C=CC(C)C#CC(=C)OC
ep-634659 C#CC(C)C#CC(=C)OC
ep-634687 C=C(C#CC(=C)OC)CC
ep-634696 C=CC(=C)C#CC(=C)OC
ep-634703 C#CC(=C)C#CC(=C)OC
ep-634709 C=C(C#CCC(C)C)OC
ep-634716 C=C(C)CC#CC(=C)OC
ep-634723 C=C(C#CCCCC)OC
ep-634731 C=CCCC#CC(=C)OC
ep-634736 C#CCCC#CC(=C)OC
ep-634740 C=C(C#CCC=CC)OC
ep-634749 C=C(C#CCC#CC)OC
ep-634756 COC(C)(C)C#CC(C)C
ep-634758 C=C(C)C#CC(C)(C)OC
ep-634759 CCC#CC(C)(CC)OC
ep-634761 C=CC(C)(C#CCC)OC
ep-634762 C#CC(C)(C#CCC)OC
ep-634763 CCCC#CC(C)(C)OC
ep-634765 C=CCC#CC(C)(C)OC
ep-634766 C#CCC#CC(C)(C)OC
ep-634767 CCC#CC(C)(C)OCC
ep-634769 C=COC(C)(C)C#CCC
ep-634770 C#COC(C)(C)C#CCC
ep-634784 CCC#CC(C)(OC)OC
ep-634785 COC(C)C#CC(C)(C)C
ep-634787 CCC(C#CC(C)C)OC
ep-634789 C=CC(C#CC(C)C)OC
ep-634790 C#CC(C#CC(C)C)OC
ep-634791 CCC(C)C#CC(C)OC
ep-634793 C=CC(C)C#CC(C)OC
ep-634794 C#CC(C)C#CC(C)OC
ep-634795 CCOC(C)C#CC(C)C
ep-634797 C=COC(C)C#CC(C)C
ep-634798 C#COC(C)C#CC(C)C
ep-634800 C=C(C)C#CC(CC)OC
ep-634801 CCC#CC(OC)C(C)C
ep-634802 CCCC#CC(CC)OC
ep-634804 C=CCC#CC(CC)OC
ep-634805 C#CCC#CC(CC)OC
ep-634806 CCC#CC(CC)OCC
ep-634808 C#COC(C#CCC)CC
ep-634809 CCC#CC(CCC)OC
ep-634811 C=CC(C#CC(=C)C)OC
ep-634813 C=CC(C#CCCC)OC
ep-634815 C=CCC#CC(C=C)OC
ep-634816 C#CCC#CC(C=C)OC
ep-634817 C=CC(C#CCC)OCC
ep-634819 C=COC(C#CCC)C=C
ep-634820 C#COC(C#CCC)C=C
ep-634822 C=C(C#CC(C)OC)CC
ep-634824 C#CC(C#CCCC)OC
ep-634825 COC(C)C#CCC(C)C
ep-634826 C=C(C)CC#CC(C)OC
ep-634827 CCCC#CC(C)OCC
ep-634829 C=COC(C)C#CCCC
ep-634830 C#COC(C)C#CCCC
ep-634831 CCCCC#CC(C)OC
ep-634832 C=CCCC#CC(C)OC
ep-634833 C#CCCC#CC(C)OC
ep-634835 C=CC(=C)C#CC(C)OC
ep-634837 C#CC(C#CCC=C)OC
ep-634839 C=CCC#CC(C)OCC
ep-634841 C=CCC#CC(C)OC=C
ep-634842 C#COC(C)C#CCC=C
ep-634843 CC=CCC#CC(C)OC
ep-634845 C#CC(=C)C#CC(C)OC
ep-634847 C#CCC#CC(C#C)OC
ep-634848 C#CCC#CC(C)OCC
ep-634850 C#CCC#CC(C)OC=C
ep-634851 C#CCC#CC(C)OC#C
ep-634852 CC#CCC#CC(C)OC
ep-634860 C=COC(C)C#CC(=C)C
ep-634861 C#CC(C#CCC)OC=C
ep-634863 C=C(C)OC(C)C#CCC
ep-634864 CC=COC(C)C#CCC
ep-634866 C#COC(C)C#CC(=C)C
ep-634868 C#COC(C#C)C#CCC
ep-634995 C#CC(C#CC(=C)C)OC
ep-635086 CC#CC(C#CCC)OC
ep-635200 C=CC#CC(C)(CC)OC
ep-635212 C=CC#CC(CCC)OC
ep-635216 C=CC#CC(C)(C=C)OC
ep-635223 C#CC(C)(C#CC=C)OC
ep-635229 C=CC#CC(C#CC)OC
ep-635234 C#CC#CC(C)(CC)OC
ep-635244 C#CC#CC(CCC)OC
ep-635247 C#CC#CC(C)(C=C)OC
ep-635253 C#CC#CC(C)(C#C)OC
ep-635258 C#CC#CC(C#CC)OC
ep-635261 CC#CC(C)(OC)C(C)C
ep-635263 C#COC(C)(C#CC)CC
ep-635265 C=CC(C#CC)(CC)OC
ep-635266 C#CC(C#CC)(CC)OC
ep-635271 CC#CC(CC)(OC)OC
ep-635273 C#COC(C#CC=C)CC
ep-635274 C#CC#CC(CC)OC#C
ep-635275 C#COC(C#CC)CCC
ep-635283 C=COC(C)(C#CC)C=C
ep-635284 C#COC(C)(C#CC)C=C
ep-635286 C#CC(C#CC)(C=C)OC
ep-635288 C#COC(C#CC=C)C=C
ep-635289 C#CC#CC(C=C)OC#C
ep-635291 CC#CC(C)(C#CC)OC
ep-635307 COC(C#CC(C)C)OC
ep-635308 CCC(C)(C)C#CCOC
ep-635310 C=CC(C)(C)C#CCOC
ep-635311 C#CC(C)(C)C#CCOC
ep-635312 CCOCC#CC(C)(C)C
ep-635314 C=COCC#CC(C)(C)C
ep-635315 C#COCC#CC(C)(C)C
ep-635316 COCC#CC(C)C(C)C
ep-635317 C=C(C)C(C)C#CCOC
ep-635318 CCOCC#CC(C)CC
ep-635320 C=COCC#CC(C)CC
ep-635321 C#COCC#CC(C)CC
ep-635322 CCC(C#CCOC)CC
ep-635324 C=CC(C#CCOC)CC
ep-635325 C#CC(C#CCOC)CC
ep-635326 CCCC(C)C#CCOC
ep-635327 C=CCC(C)C#CCOC
ep-635328 C#CCC(C)C#CCOC
ep-635330 C=CC(C)C#CCOCC
ep-635332 C=COCC#CC(C)C=C
ep-635333 C#COCC#CC(C)C=C
ep-635335 C=CC(C#CCOC)C=C
ep-635336 C#CC(C#CCOC)C=C
ep-635337 CC=CC(C)C#CCOC
ep-635339 C#CC(C)C#CCOCC
ep-635341 C#CC(C)C#CCOC=C
ep-635342 C#COCC#CC(C)C#C
ep-635344 C#CC(C#C)C#CCOC
ep-635345 CC#CC(C)C#CCOC
ep-635352 COCOCC#CC(C)C
ep-635353 C=COC(=C)C#CC(C)C
ep-635356 C=C(C)OCC#CC(C)C
ep-635357 CC=COCC#CC(C)C
ep-635358 C#COC(=C)C#CC(C)C
ep-635372 CCCC#CC(OC)OC
ep-635374 C=C(C#CCOC)C(C)C
ep-635375 COCC#CCC(C)(C)C
ep-635376 CCOCC#CCC(C)C
ep-635378 C=COCC#CCC(C)C
ep-635379 C#COCC#CCC(C)C
ep-635380 CCC(C)CC#CCOC
ep-635381 C=CC(C)CC#CCOC
ep-635382 C#CC(C)CC#CCOC
ep-635383 C=C(C)C(=C)C#CCOC
ep-635384 C=C(C)CC#CCOCC
ep-635386 C=COCC#CCC(=C)C
ep-635387 C#COCC#CCC(=C)C
ep-635388 C=C(CC)CC#CCOC
ep-635389 C=CC(=C)CC#CCOC
ep-635390 C#CC(=C)CC#CCOC
ep-635391 CC=C(C)CC#CCOC
ep-635400 CCCC#CCOCOC
ep-635401 C=COC(=C)C#CCCC
ep-635403 C=COCC#CC(=C)CC
ep-635404 C=C(C)OCC#CCCC
ep-635405 C=COCC#CCCCC
ep-635406 C=CCCC#CCOC=C
ep-635407 C#CCCC#CCOC=C
ep-635408 CC=COCC#CCCC
ep-635409 C#COC(=C)C#CCCC
ep-635411 C#COCC#CC(=C)CC
ep-635412 C#COCC#CCCCC
ep-635413 C#COCC#CCCC=C
ep-635414 C#CCCC#CCOC#C
ep-635415 C=C(C#CCOC)CCC
ep-635416 CCCCC#CCOCC
ep-635417 COCC#CCCC(C)C
ep-635418 C=C(C)CCC#CCOC
ep-635419 CCCCCC#CCOC
ep-635420 C=CCCCC#CCOC
ep-635421 C#CCCCC#CCOC
ep-635422 C=CCC(=C)C#CCOC
ep-635423 C=CCCC#CCOCC
ep-635424 CC=CCCC#CCOC
ep-635426 C#CCC(=C)C#CCOC
ep-635427 C#CCCC#CCOCC
ep-635428 CC#CCCC#CCOC
ep-635454 C=COCC#CCCOC
ep-635461 C#COCC#CCCOC
ep-635470 C=CCC#CC(OC)OC
ep-635478 C=CCC#CCOCOC
ep-635479 C=CCC#CC(=C)OC=C
ep-635481 C=COCC#CC(=C)C=C
ep-635482 C=CCC#CCOC(=C)C
ep-635483 C=COCC#CCC=CC
ep-635485 C=CCC#CCOC=CC
ep-635486 C#COC(=C)C#CCC=C
ep-635488 C#COCC#CC(=C)C=C
ep-635489 C#COCC#CCC=CC
ep-635491 C=C(C#CCOC)C=CC
ep-635493 CC=CCC#CCOCC
ep-635494 COCC#CCC=C(C)C
ep-635496 CCC=CCC#CCOC
ep-635498 C=CC=CCC#CCOC
ep-635499 C#CC=CCC#CCOC
ep-635511 C#CCC#CC(OC)OC
ep-635519 C#CCC#CCOCOC
ep-635520 C#CCC#CC(=C)OC=C
ep-635522 C#CC(=C)C#CCOC=C
ep-635523 C#CCC#CCOC(=C)C
ep-635524 C=COCC#CCC#CC
ep-635526 C#CCC#CCOC=CC
ep-635527 C#CCC#CC(=C)OC#C
ep-635529 C#COCC#CC(=C)C#C
ep-635530 C#COCC#CCC#CC
ep-635532 C=C(C#CC)C#CCOC
ep-635533 CC#CCC#CCOCC
ep-635534 CCC#CCC#CCOC
ep-635536 C=CC#CCC#CCOC
ep-635537 C#CC#CCC#CCOC
ep-635540 COC#CCC#CCOC
ep-635542 C=C(C#CCC)OCOC
ep-635544 C=C(C)C#CCOCOC
ep-635545 CCC#CCOC(C)OC
ep-635546 C=C(OC)OCC#CCC
ep-635547 CCC#CCOCOCC
ep-635549 C=COCOCC#CCC
ep-635550 C#COCOCC#CCC
ep-635850 C#COC(OC)C(=C)C=C
ep-635851 C#COC(CC(=C)C)OC
ep-635852 C#COC(CC=CC)OC
ep-635855 C#COC(CC=C)OCC
ep-635857 C#COC(CC=C)OC#C
ep-635866 C=C(C)CC(C)(OC)OC
ep-635867 C=CCC(CC)(OC)OC
ep-635869 C=CCC(C=C)(OC)OC
ep-635874 C#COC(=C)C(C=C)OC
ep-635875 C=C(C)CC(=C)OC#CC
ep-635876 C=C(CC=CC)OC#CC
ep-635877 C=CCC(=C)OC#CCC
ep-635882 C=CCC(=C)OC#COC
ep-635892 C=CCC(=C)OC(C)CC
ep-635894 CC=CCCOC(C)CC
ep-635897 C#CCC(C)OCCC=C
ep-635898 C=CCCOC(CC)CC
ep-635900 C=CCCOC(C=C)CC
ep-635901 C#CC(CC)OCCC=C
ep-635903 C=CCCOCCC=CC
ep-635914 C=CCC(=C)OC(C)C=C
ep-635916 C=CC(C)OCCC=CC
ep-635918 C#CC(C=C)OCCC=C
ep-635926 C=CCCOCC=COC
ep-635929 CC=CC=CC(C)(C)OC
ep-635931 C=CC=CC(C)(C)OC=C
ep-635932 C#COC(C)(C)C=CC=C
ep-635933 C=CC=CC(C)(CC)OC
ep-635937 COC(C)C=CC=C(C)C
ep-635939 C=COC(C)C=CC=CC
ep-635940 C#COC(C)C=CC=CC
ep-635941 CC=CC=CC(CC)OC
ep-635943 CCC=CC=CC(C)OC
ep-635945 C=CC=CC=CC(C)OC
ep-635946 C#CC=CC=CC(C)OC
ep-635958 C#COC(C=CC=C)CC
ep-635960 C=CC=CC(C)OC#CC
ep-635971 C=CC(C)=CC(OC)OC
ep-635984 C=C(C)C=CC(OC)OC
ep-636007 CC=CC=CC(OC)OC
ep-636022 C#COC(C=CC=C)OC
ep-636025 C=CC=CC(C)(OC)OC
ep-636026 C=CC=C(C)C(OC)OC
ep-636029 C=CC=CC(OC)OCC
ep-636031 C=CC=CC(OC)OC=C
ep-636033 CC=C(C)C(C)=CCOC
ep-636036 C=COCC=C(C)C(=C)C
ep-636037 C#COCC=C(C)C(=C)C
ep-636038 C=C(C)C(=CCOC)CC
ep-636040 C=CC(=CCOC)C(=C)C
ep-636041 C#CC(=CCOC)C(=C)C
ep-636042 C=C(CC)C(C)=CCOC
ep-636044 C=CC(=C)C(C)=CCOC
ep-636045 C#CC(=C)C(C)=CCOC
ep-636048 COCC=C(C)C=C(C)C
ep-636051 C=COCC=C(C)C=CC
ep-636052 C#COCC=C(C)C=CC
ep-636053 CC=CC(=CCOC)CC
ep-636055 C=CC(C=CC)=CCOC
ep-636056 C#CC(C=CC)=CCOC
ep-636057 CCC=CC(C)=CCOC
ep-636059 C=CC=CC(C)=CCOC
ep-636060 C#CC=CC(C)=CCOC
ep-636073 C=COCC=C(C=C)CC
ep-636074 C#COCC=C(C=C)CC
ep-636075 C=CC(=CCOC)C(C)C
ep-636076 C=CC(=CCOC)CCC
ep-636077 C=CCC(C=C)=CCOC
ep-636078 C#CCC(C=C)=CCOC
ep-636082 C=COCC=C(C=C)C=C
ep-636083 C#COCC=C(C=C)C=C
