ep-829488 FCC(F)(OC(F)(F)F)C(F)(F)F
ep-857246 CC(F)(C(F)F)C1(F)OC1=C(F)F
ep-857247 FC=C1OC1(F)C(F)(CF)C(F)F
ep-857248 C=C1OC1(F)C(F)(C(F)F)C(F)F
ep-857249 FCC(F)(CF)C1(F)OC1=C(F)F
ep-857250 CC(C(F)(F)F)C1(F)OC1=C(F)F
ep-857251 FC=C1OC1(F)C(CF)C(F)(F)F
ep-857252 C=C1OC1(F)C(C(F)F)C(F)(F)F
ep-857253 FCC(C(F)F)C1(F)OC1=C(F)F
ep-857254 FC=C1OC1(F)C(C(F)F)C(F)F
ep-857255 CC(F)(C1OC1=C(F)F)C(F)(F)F
ep-857256 FC=C1OC1C(F)(CF)C(F)(F)F
ep-857257 C=C1OC1C(F)(C(F)F)C(F)(F)F
ep-857258 FCC(F)(C(F)F)C1OC1=C(F)F
ep-857259 FC=C1OC1C(F)(C(F)F)C(F)F
ep-857260 FCC(C1OC1=C(F)F)C(F)(F)F
ep-857261 FC=C1OC1C(C(F)F)C(F)(F)F
ep-857262 C=C1OC1C(C(F)(F)F)C(F)(F)F
ep-857263 FC(F)=C1OC1C(C(F)F)C(F)F
ep-857264 CC1(C(F)(F)F)C(=CF)OC1(F)F
ep-857265 C=C1OC(F)(F)C1(CF)C(F)(F)F
ep-857266 CC1(C(F)F)C(=C(F)F)OC1(F)F
ep-857267 FC=C1OC(F)(F)C1(CF)C(F)F
ep-857268 C=C1OC(F)(F)C1(C(F)F)C(F)F
ep-857269 FCC1(CF)C(=C(F)F)OC1(F)F
ep-857270 CC1(C(F)(F)F)C(=C(F)F)OC1F
ep-857271 FC=C1OC(F)C1(CF)C(F)(F)F
ep-857272 C=C1OC(F)C1(C(F)F)C(F)(F)F
ep-857273 FCC1(C(F)F)C(=C(F)F)OC1F
ep-857274 FC=C1OC(F)C1(C(F)F)C(F)F
ep-857275 FCC1(C(F)(F)F)COC1=C(F)F
ep-857276 FC=C1OCC1(C(F)F)C(F)(F)F
ep-857277 C=C1OCC1(C(F)(F)F)C(F)(F)F
ep-857278 FC(F)=C1OCC1(C(F)F)C(F)F
ep-857279 CC1(C(F)(F)F)C=C(F)OC1(F)F
ep-857280 CC1(C(F)F)C(F)=C(F)OC1(F)F
ep-857281 FCC1(C(F)F)C=C(F)OC1(F)F
ep-857282 FCC1(CF)C(F)=C(F)OC1(F)F
ep-857283 CC1(C(F)(F)F)C(F)=COC1(F)F
ep-857284 FCC1(C(F)(F)F)C=COC1(F)F
ep-857285 FCC1(C(F)F)C(F)=COC1(F)F
ep-857286 FC(F)C1(C(F)F)C=COC1(F)F
ep-857287 CC1(C(F)(F)F)C(F)=C(F)OC1F
ep-857288 FCC1(C(F)(F)F)C=C(F)OC1F
ep-857289 FCC1(C(F)F)C(F)=C(F)OC1F
ep-857290 FC1=CC(C(F)F)(C(F)F)C(F)O1
ep-857291 FCC1(C(F)(F)F)C(F)=COC1F
ep-857292 FC(F)C1(C(F)(F)F)C=COC1F
ep-857293 FC1=COC(F)C1(C(F)F)C(F)F
ep-857294 FCC1(C(F)(F)F)COC(F)=C1F
ep-857295 FC1=CC(C(F)F)(C(F)(F)F)CO1
ep-857296 FC1=C(F)C(C(F)F)(C(F)F)CO1
ep-857297 FC1=COCC1(C(F)F)C(F)(F)F
ep-857298 FC(F)(F)C1(C(F)(F)F)C=COC1
ep-857299 C=C(F)OC(F)(F)C1(F)CC1(F)F
ep-857300 FC=C(F)OC(F)(F)C1(F)CC1F
ep-857301 C=C(F)OC(F)(F)C1(F)C(F)C1F
ep-857302 FC(F)=C(F)OC(F)(F)C1(F)CC1
ep-857303 FC=C(F)OC(F)(F)C1CC1(F)F
ep-857304 C=C(F)OC(F)(F)C1C(F)C1(F)F
ep-857305 FC(F)=C(F)OC(F)(F)C1CC1F
ep-857306 FC=C(F)OC(F)(F)C1C(F)C1F
ep-857307 FC=COC(F)(F)C1(F)CC1(F)F
ep-857308 C=COC(F)(F)C1(F)C(F)C1(F)F
ep-857309 FC(F)=COC(F)(F)C1(F)CC1F
ep-857310 FC=COC(F)(F)C1(F)C(F)C1F
ep-857311 FC(F)=COC(F)(F)C1CC1(F)F
ep-857312 FC=COC(F)(F)C1C(F)C1(F)F
ep-857313 C=COC(F)(F)C1C(F)(F)C1(F)F
ep-857314 FC(F)=COC(F)(F)C1C(F)C1F
ep-857315 FC=C(F)OC(F)C1(F)CC1(F)F
ep-857316 C=C(F)OC(F)C1(F)C(F)C1(F)F
ep-857317 FC(F)=C(F)OC(F)C1(F)CC1F
ep-857318 FC=C(F)OC(F)C1(F)C(F)C1F
ep-857319 FC(F)=C(F)OC(F)C1CC1(F)F
ep-857320 FC=C(F)OC(F)C1C(F)C1(F)F
ep-857321 C=C(F)OC(F)C1C(F)(F)C1(F)F
ep-857322 FC(F)=C(F)OC(F)C1C(F)C1F
ep-857323 FC(F)=COC(F)C1(F)CC1(F)F
ep-857324 FC=COC(F)C1(F)C(F)C1(F)F
ep-857325 C=COC(F)C1(F)C(F)(F)C1(F)F
ep-857326 FC(F)=COC(F)C1(F)C(F)C1F
ep-857327 FC(F)=COC(F)C1C(F)C1(F)F
ep-857328 FC=COC(F)C1C(F)(F)C1(F)F
ep-857329 FC(F)=C(F)OCC1(F)CC1(F)F
ep-857330 FC=C(F)OCC1(F)C(F)C1(F)F
ep-857331 C=C(F)OCC1(F)C(F)(F)C1(F)F
ep-857332 FC(F)=C(F)OCC1(F)C(F)C1F
ep-857333 FC(F)=C(F)OCC1C(F)C1(F)F
ep-857334 FC=C(F)OCC1C(F)(F)C1(F)F
ep-857335 FC(F)=COCC1(F)C(F)C1(F)F
ep-857336 FC=COCC1(F)C(F)(F)C1(F)F
ep-857337 FC(F)=COCC1C(F)(F)C1(F)F
ep-857342 C=C(F)OC1(F)OC1(F)C(F)(F)F
ep-857343 FC=C(F)OC1(F)OC1(F)C(F)F
ep-857344 FCC1(F)OC1(F)OC(F)=C(F)F
ep-857345 FC=C(F)OC1(F)OC1C(F)(F)F
ep-857346 FC(F)=C(F)OC1(F)OC1C(F)F
ep-857347 FC=COC1(F)OC1(F)C(F)(F)F
ep-857348 FC(F)=COC1(F)OC1(F)C(F)F
ep-857349 FC(F)=COC1(F)OC1C(F)(F)F
ep-857350 FC=C(F)OC1OC1(F)C(F)(F)F
ep-857351 FC(F)=C(F)OC1OC1(F)C(F)F
ep-857352 FC(F)=C(F)OC1OC1C(F)(F)F
ep-857353 FC(F)=COC1OC1(F)C(F)(F)F
ep-857367 C=C(F)OC(F)(F)C1(F)OC1(F)F
ep-857368 FC=C(F)OC(F)(F)C1(F)OC1F
ep-857369 FC(F)=C(F)OC(F)(F)C1(F)CO1
ep-857370 FC=C(F)OC(F)(F)C1OC1(F)F
ep-857371 FC(F)=C(F)OC(F)(F)C1OC1F
ep-857372 FC=COC(F)(F)C1(F)OC1(F)F
ep-857373 FC(F)=COC(F)(F)C1(F)OC1F
ep-857374 FC(F)=COC(F)(F)C1OC1(F)F
ep-857375 FC=C(F)OC(F)C1(F)OC1(F)F
ep-857376 FC(F)=C(F)OC(F)C1(F)OC1F
ep-857377 FC(F)=C(F)OC(F)C1OC1(F)F
ep-857378 FC(F)=COC(F)C1(F)OC1(F)F
ep-857379 FC(F)=C(F)OCC1(F)OC1(F)F
ep-857380 C=C(C(F)(F)F)C1(F)OC1=C(F)F
ep-857381 FC=C1OC1(F)C(=CF)C(F)(F)F
ep-857382 C=C1OC1(F)C(=C(F)F)C(F)(F)F
ep-857383 FC=C(C(F)F)C1(F)OC1=C(F)F
ep-857384 FC=C1OC1(F)C(=C(F)F)C(F)F
ep-857385 FCC(=C(F)F)C1(F)OC1=C(F)F
ep-857386 FC=C(C1OC1=C(F)F)C(F)(F)F
ep-857387 FC=C1OC1C(=C(F)F)C(F)(F)F
ep-857388 FC(F)=C1OC1C(=C(F)F)C(F)F
ep-857389 CC(F)(F)C(F)(F)C1(F)OC1=CF
ep-857390 C=C1OC1(F)C(F)(F)C(F)(F)CF
ep-857391 CC(F)C(F)(F)C1(F)OC1=C(F)F
ep-857392 FC=C1OC1(F)C(F)(F)C(F)CF
ep-857393 C=C1OC1(F)C(F)(F)C(F)C(F)F
ep-857394 FCCC(F)(F)C1(F)OC1=C(F)F
ep-857395 FC=C1OC1(F)C(F)(F)CC(F)F
ep-857396 C=C1OC1(F)C(F)(F)CC(F)(F)F
ep-857397 CC(F)(F)C(F)C1(F)OC1=C(F)F
ep-857398 FC=C1OC1(F)C(F)C(F)(F)CF
ep-857399 C=C1OC1(F)C(F)C(F)(F)C(F)F
ep-857400 FCC(F)C(F)C1(F)OC1=C(F)F
ep-857401 FC=C1OC1(F)C(F)C(F)C(F)F
ep-857402 C=C1OC1(F)C(F)C(F)C(F)(F)F
ep-857403 FC(F)=C1OC1(F)C(F)CC(F)F
ep-857404 FC=C1OC1(F)C(F)CC(F)(F)F
ep-857405 FCC(F)(F)CC1(F)OC1=C(F)F
ep-857406 FC=C1OC1(F)CC(F)(F)C(F)F
ep-857407 C=C1OC1(F)CC(F)(F)C(F)(F)F
ep-857408 FC(F)=C1OC1(F)CC(F)C(F)F
ep-857409 FC=C1OC1(F)CC(F)C(F)(F)F
ep-857410 FC(F)=C1OC1(F)CCC(F)(F)F
ep-857411 CC(F)(F)C(F)(F)C1OC1=C(F)F
ep-857412 FC=C1OC1C(F)(F)C(F)(F)CF
ep-857413 C=C1OC1C(F)(F)C(F)(F)C(F)F
ep-857414 FCC(F)C(F)(F)C1OC1=C(F)F
ep-857415 FC=C1OC1C(F)(F)C(F)C(F)F
ep-857416 C=C1OC1C(F)(F)C(F)C(F)(F)F
ep-857417 FC(F)=C1OC1C(F)(F)CC(F)F
ep-857418 FC=C1OC1C(F)(F)CC(F)(F)F
ep-857419 FCC(F)(F)C(F)C1OC1=C(F)F
ep-857420 FC=C1OC1C(F)C(F)(F)C(F)F
ep-857421 C=C1OC1C(F)C(F)(F)C(F)(F)F
ep-857422 FC(F)=C1OC1C(F)C(F)C(F)F
ep-857423 FC=C1OC1C(F)C(F)C(F)(F)F
ep-857424 FC(F)=C1OC1C(F)CC(F)(F)F
ep-857425 FC(F)=C1OC1CC(F)(F)C(F)F
ep-857426 FC=C1OC1CC(F)(F)C(F)(F)F
ep-857427 FC(F)=C1OC1CC(F)C(F)(F)F
ep-857428 CC(F)(F)C1(F)C(=CF)OC1(F)F
ep-857429 C=C1OC(F)(F)C1(F)C(F)(F)CF
ep-857430 CC(F)C1(F)C(=C(F)F)OC1(F)F
ep-857431 FC=C1OC(F)(F)C1(F)C(F)CF
ep-857432 C=C1OC(F)(F)C1(F)C(F)C(F)F
ep-857433 FCCC1(F)C(=C(F)F)OC1(F)F
ep-857434 FC=C1OC(F)(F)C1(F)CC(F)F
ep-857435 C=C1OC(F)(F)C1(F)CC(F)(F)F
ep-857436 CC(F)(F)C1C(=C(F)F)OC1(F)F
ep-857437 FC=C1OC(F)(F)C1C(F)(F)CF
ep-857438 C=C1OC(F)(F)C1C(F)(F)C(F)F
ep-857439 FCC(F)C1C(=C(F)F)OC1(F)F
ep-857440 FC=C1OC(F)(F)C1C(F)C(F)F
ep-857441 C=C1OC(F)(F)C1C(F)C(F)(F)F
ep-857442 FC(F)=C1OC(F)(F)C1CC(F)F
ep-857443 FC=C1OC(F)(F)C1CC(F)(F)F
ep-857444 CC(F)(F)C1(F)C(=C(F)F)OC1F
ep-857445 FC=C1OC(F)C1(F)C(F)(F)CF
ep-857446 C=C1OC(F)C1(F)C(F)(F)C(F)F
ep-857447 FCC(F)C1(F)C(=C(F)F)OC1F
ep-857448 FC=C1OC(F)C1(F)C(F)C(F)F
ep-857449 C=C1OC(F)C1(F)C(F)C(F)(F)F
ep-857450 FC(F)=C1OC(F)C1(F)CC(F)F
ep-857451 FC=C1OC(F)C1(F)CC(F)(F)F
ep-857452 FCC(F)(F)C1C(=C(F)F)OC1F
ep-857453 FC=C1OC(F)C1C(F)(F)C(F)F
ep-857454 C=C1OC(F)C1C(F)(F)C(F)(F)F
ep-857455 FC(F)=C1OC(F)C1C(F)C(F)F
ep-857456 FC=C1OC(F)C1C(F)C(F)(F)F
ep-857457 FC(F)=C1OC(F)C1CC(F)(F)F
ep-857458 FCC(F)(F)C1(F)COC1=C(F)F
ep-857459 FC=C1OCC1(F)C(F)(F)C(F)F
ep-857460 C=C1OCC1(F)C(F)(F)C(F)(F)F
ep-857461 FC(F)=C1OCC1(F)C(F)C(F)F
ep-857462 FC=C1OCC1(F)C(F)C(F)(F)F
ep-857463 FC(F)=C1OCC1(F)CC(F)(F)F
ep-857464 FC(F)=C1OCC1C(F)(F)C(F)F
ep-857465 FC=C1OCC1C(F)(F)C(F)(F)F
ep-857466 FC(F)=C1OCC1C(F)C(F)(F)F
ep-857467 CC1(F)C(=CF)OC(F)(F)C1(F)F
ep-857468 C=C1OC(F)(F)C(F)(F)C1(F)CF
ep-857469 CC1C(=C(F)F)OC(F)(F)C1(F)F
ep-857470 FC=C1OC(F)(F)C(F)(F)C1CF
ep-857471 C=C1OC(F)(F)C(F)(F)C1C(F)F
ep-857472 CC1(F)C(=C(F)F)OC(F)(F)C1F
ep-857473 FC=C1OC(F)(F)C(F)C1(F)CF
ep-857474 C=C1OC(F)(F)C(F)C1(F)C(F)F
ep-857475 FCC1C(=C(F)F)OC(F)(F)C1F
ep-857476 FC=C1OC(F)(F)C(F)C1C(F)F
ep-857477 C=C1OC(F)(F)C(F)C1C(F)(F)F
ep-857478 FCC1(F)CC(F)(F)OC1=C(F)F
ep-857479 FC=C1OC(F)(F)CC1(F)C(F)F
ep-857480 C=C1OC(F)(F)CC1(F)C(F)(F)F
ep-857481 FC(F)=C1OC(F)(F)CC1C(F)F
ep-857482 FC=C1OC(F)(F)CC1C(F)(F)F
ep-857483 CC1(F)C(=C(F)F)OC(F)C1(F)F
ep-857484 FC=C1OC(F)C(F)(F)C1(F)CF
ep-857485 C=C1OC(F)C(F)(F)C1(F)C(F)F
ep-857486 FCC1C(=C(F)F)OC(F)C1(F)F
ep-857487 FC=C1OC(F)C(F)(F)C1C(F)F
ep-857488 C=C1OC(F)C(F)(F)C1C(F)(F)F
ep-857489 FCC1(F)C(=C(F)F)OC(F)C1F
ep-857490 FC=C1OC(F)C(F)C1(F)C(F)F
ep-857491 C=C1OC(F)C(F)C1(F)C(F)(F)F
ep-857492 FC(F)=C1OC(F)C(F)C1C(F)F
ep-857493 FC=C1OC(F)C(F)C1C(F)(F)F
ep-857494 FC(F)=C1OC(F)CC1(F)C(F)F
ep-857495 FC=C1OC(F)CC1(F)C(F)(F)F
ep-857496 FC(F)=C1OC(F)CC1C(F)(F)F
ep-857497 FCC1(F)C(=C(F)F)OCC1(F)F
ep-857498 FC=C1OCC(F)(F)C1(F)C(F)F
ep-857499 C=C1OCC(F)(F)C1(F)C(F)(F)F
ep-857500 FC(F)=C1OCC(F)(F)C1C(F)F
ep-857501 FC=C1OCC(F)(F)C1C(F)(F)F
ep-857502 FC(F)=C1OCC(F)C1(F)C(F)F
ep-857503 FC=C1OCC(F)C1(F)C(F)(F)F
ep-857504 FC(F)=C1OCC(F)C1C(F)(F)F
ep-857505 FC(F)=C1OCCC1(F)C(F)(F)F
ep-857506 CC(F)(F)C1(F)C=C(F)OC1(F)F
ep-857507 CC(F)C1(F)C(F)=C(F)OC1(F)F
ep-857508 FCC(F)C1(F)C=C(F)OC1(F)F
ep-857509 FCCC1(F)C(F)=C(F)OC1(F)F
ep-857510 FC1=CC(F)(CC(F)F)C(F)(F)O1
ep-857511 CC(F)(F)C1C(F)=C(F)OC1(F)F
ep-857512 FCC(F)(F)C1C=C(F)OC1(F)F
ep-857513 FCC(F)C1C(F)=C(F)OC1(F)F
ep-857514 FC1=CC(C(F)C(F)F)C(F)(F)O1
ep-857515 FC1=C(F)C(CC(F)F)C(F)(F)O1
ep-857516 FC1=CC(CC(F)(F)F)C(F)(F)O1
ep-857517 CC(F)(F)C1(F)C(F)=COC1(F)F
ep-857518 FCC(F)(F)C1(F)C=COC1(F)F
ep-857519 FCC(F)C1(F)C(F)=COC1(F)F
ep-857520 FC(F)C(F)C1(F)C=COC1(F)F
ep-857521 FC1=COC(F)(F)C1(F)CC(F)F
ep-857522 FC(F)(F)CC1(F)C=COC1(F)F
ep-857523 FCC(F)(F)C1C(F)=COC1(F)F
ep-857524 FC(F)C(F)(F)C1C=COC1(F)F
ep-857525 FC1=COC(F)(F)C1C(F)C(F)F
ep-857526 FC(C1C=COC1(F)F)C(F)(F)F
ep-857527 FC1=COC(F)(F)C1CC(F)(F)F
ep-857528 CC(F)(F)C1(F)C(F)=C(F)OC1F
ep-857529 FCC(F)(F)C1(F)C=C(F)OC1F
ep-857530 FCC(F)C1(F)C(F)=C(F)OC1F
ep-857531 FC1=CC(F)(C(F)C(F)F)C(F)O1
ep-857532 FC1=C(F)C(F)(CC(F)F)C(F)O1
ep-857533 FC1=CC(F)(CC(F)(F)F)C(F)O1
ep-857534 FCC(F)(F)C1C(F)=C(F)OC1F
ep-857535 FC1=CC(C(F)(F)C(F)F)C(F)O1
ep-857536 FC1=C(F)C(C(F)C(F)F)C(F)O1
ep-857537 FC1=CC(C(F)C(F)(F)F)C(F)O1
ep-857538 FC1=C(F)C(CC(F)(F)F)C(F)O1
ep-857539 FCC(F)(F)C1(F)C(F)=COC1F
ep-857540 FC(F)C(F)(F)C1(F)C=COC1F
ep-857541 FC1=COC(F)C1(F)C(F)C(F)F
ep-857542 FC1OC=CC1(F)C(F)C(F)(F)F
ep-857543 FC1=COC(F)C1(F)CC(F)(F)F
ep-857544 FC1=COC(F)C1C(F)(F)C(F)F
ep-857545 FC1OC=CC1C(F)(F)C(F)(F)F
ep-857546 FC1=COC(F)C1C(F)C(F)(F)F
ep-857547 FCC(F)(F)C1(F)COC(F)=C1F
ep-857548 FC1=CC(F)(C(F)(F)C(F)F)CO1
ep-857549 FC1=C(F)C(F)(C(F)C(F)F)CO1
ep-857550 FC1=CC(F)(C(F)C(F)(F)F)CO1
ep-857551 FC1=C(F)C(F)(CC(F)(F)F)CO1
ep-857552 FC1=C(F)C(C(F)(F)C(F)F)CO1
ep-857553 FC1=CC(C(F)(F)C(F)(F)F)CO1
ep-857554 FC1=C(F)C(C(F)C(F)(F)F)CO1
ep-857555 FC1=COCC1(F)C(F)(F)C(F)F
ep-857556 FC(F)(F)C(F)(F)C1(F)C=COC1
ep-857557 FC1=COCC1(F)C(F)C(F)(F)F
ep-857558 FC1=COCC1C(F)(F)C(F)(F)F
ep-857559 CC1(F)C=C(F)OC(F)(F)C1(F)F
ep-857560 CC1C(F)=C(F)OC(F)(F)C1(F)F
ep-857561 FCC1C=C(F)OC(F)(F)C1(F)F
ep-857562 CC1(F)C(F)=C(F)OC(F)(F)C1F
ep-857563 FCC1(F)C=C(F)OC(F)(F)C1F
ep-857564 FCC1C(F)=C(F)OC(F)(F)C1F
ep-857565 FC1=CC(C(F)F)C(F)C(F)(F)O1
ep-857566 FCC1(F)CC(F)(F)OC(F)=C1F
ep-857567 FC1=CC(F)(C(F)F)CC(F)(F)O1
ep-857568 FC1=C(F)C(C(F)F)CC(F)(F)O1
ep-857569 FC1=CC(C(F)(F)F)CC(F)(F)O1
ep-857570 CC1(F)C(F)=COC(F)(F)C1(F)F
ep-857571 FCC1(F)C=COC(F)(F)C1(F)F
ep-857572 FCC1C(F)=COC(F)(F)C1(F)F
ep-857573 FC(F)C1C=COC(F)(F)C1(F)F
ep-857574 FCC1(F)C(F)=COC(F)(F)C1F
ep-857575 FC(F)C1(F)C=COC(F)(F)C1F
ep-857576 FC1=COC(F)(F)C(F)C1C(F)F
ep-857577 FC1C(C(F)(F)F)C=COC1(F)F
ep-857578 FC1=COC(F)(F)CC1(F)C(F)F
ep-857579 FC1(F)CC(F)(C(F)(F)F)C=CO1
ep-857580 FC1=COC(F)(F)CC1C(F)(F)F
ep-857581 CC1(F)C(F)=C(F)OC(F)C1(F)F
ep-857582 FCC1(F)C=C(F)OC(F)C1(F)F
ep-857583 FCC1C(F)=C(F)OC(F)C1(F)F
ep-857584 FC1=CC(C(F)F)C(F)(F)C(F)O1
ep-857585 FCC1(F)C(F)=C(F)OC(F)C1F
ep-857586 FC1=CC(F)(C(F)F)C(F)C(F)O1
ep-857587 FC1=C(F)C(C(F)F)C(F)C(F)O1
ep-857588 FC1=CC(C(F)(F)F)C(F)C(F)O1
ep-857589 FC1=C(F)C(F)(C(F)F)CC(F)O1
ep-857590 FC1=CC(F)(C(F)(F)F)CC(F)O1
ep-857591 FC1=C(F)C(C(F)(F)F)CC(F)O1
ep-857592 FCC1(F)C(F)=COC(F)C1(F)F
ep-857593 FC1OC=CC(F)(C(F)F)C1(F)F
ep-857594 FC1=COC(F)C(F)(F)C1C(F)F
ep-857595 FC1OC=CC(C(F)(F)F)C1(F)F
ep-857596 FC1=COC(F)C(F)C1(F)C(F)F
ep-857597 FC1OC=CC(F)(C(F)(F)F)C1F
ep-857598 FC1=COC(F)C(F)C1C(F)(F)F
ep-857599 FC1=COC(F)CC1(F)C(F)(F)F
ep-857600 FCC1(F)C(F)=C(F)OCC1(F)F
ep-857601 FC1=CC(F)(C(F)F)C(F)(F)CO1
ep-857602 FC1=C(F)C(C(F)F)C(F)(F)CO1
ep-857603 FC1=CC(C(F)(F)F)C(F)(F)CO1
ep-857604 FC1=C(F)C(F)(C(F)F)C(F)CO1
ep-857605 FC1=CC(F)(C(F)(F)F)C(F)CO1
ep-857606 FC1=C(F)C(C(F)(F)F)C(F)CO1
ep-857607 FC1=C(F)C(F)(C(F)(F)F)CCO1
ep-857608 FC1=COCC(F)(F)C1(F)C(F)F
ep-857609 FC(F)(F)C1(F)C=COCC1(F)F
ep-857610 FC1=COCC(F)(F)C1C(F)(F)F
ep-857611 FC1=COCC(F)C1(F)C(F)(F)F
ep-857616 C=C(F)OC1(F)OC(F)(F)C1(F)F
ep-857617 FC=C(F)OC1(F)OC(F)C1(F)F
ep-857618 FC(F)=C(F)OC1(F)OCC1(F)F
ep-857619 FC=C(F)OC1(F)OC(F)(F)C1F
ep-857620 FC(F)=C(F)OC1(F)OC(F)C1F
ep-857621 FC(F)=C(F)OC1(F)CC(F)(F)O1
ep-857622 FC=COC1(F)OC(F)(F)C1(F)F
ep-857623 FC(F)=COC1(F)OC(F)C1(F)F
ep-857624 FC(F)=COC1(F)OC(F)(F)C1F
ep-857625 FC=C(F)OC1OC(F)(F)C1(F)F
ep-857626 FC(F)=C(F)OC1OC(F)C1(F)F
ep-857627 FC(F)=C(F)OC1OC(F)(F)C1F
ep-857628 FC(F)=COC1OC(F)(F)C1(F)F
ep-857643 FC1=COC(F)C(F)(F)C(F)(F)O1
ep-857644 FC1=C(F)OC(F)(F)C(F)(F)CO1
ep-857645 FC1=COC(F)(F)C(F)C(F)(F)O1
ep-857646 FC1=C(F)OC(F)(F)C(F)C(F)O1
ep-857647 FC1=C(F)OC(F)(F)CC(F)(F)O1
ep-857648 FC1(F)OC=COC(F)(F)C1(F)F
ep-857649 FC1=COC(F)(F)C(F)(F)C(F)O1
ep-857650 FC1=C(F)OC(F)C(F)(F)C(F)O1
ep-857651 C=C(F)C(F)(F)C1(F)OC1=C(F)F
ep-857652 FC=C(F)C(F)(F)C1(F)OC1=CF
ep-857653 C=C1OC1(F)C(F)(F)C(F)=C(F)F
ep-857654 FC=CC(F)(F)C1(F)OC1=C(F)F
ep-857655 FC=C1OC1(F)C(F)(F)C=C(F)F
ep-857656 FC=C(F)C(F)C1(F)OC1=C(F)F
ep-857657 FC=C1OC1(F)C(F)C(F)=C(F)F
ep-857658 FC(F)=CC(F)C1(F)OC1=C(F)F
ep-857659 FC(F)=C(F)CC1(F)OC1=C(F)F
ep-857660 FC=C(F)C(F)(F)C1OC1=C(F)F
ep-857661 FC=C1OC1C(F)(F)C(F)=C(F)F
ep-857662 FC(F)=CC(F)(F)C1OC1=C(F)F
ep-857663 FC(F)=C(F)C(F)C1OC1=C(F)F
ep-857664 C=C(F)C1(F)C(=C(F)F)OC1(F)F
ep-857665 FC=C(F)C1(F)C(=CF)OC1(F)F
ep-857666 C=C1OC(F)(F)C1(F)C(F)=C(F)F
ep-857667 FC=CC1(F)C(=C(F)F)OC1(F)F
ep-857668 FC=C1OC(F)(F)C1(F)C=C(F)F
ep-857669 FC=C(F)C1C(=C(F)F)OC1(F)F
ep-857670 FC=C1OC(F)(F)C1C(F)=C(F)F
ep-857671 FC(F)=CC1C(=C(F)F)OC1(F)F
ep-857672 FC=C(F)C1(F)C(=C(F)F)OC1F
ep-857673 FC=C1OC(F)C1(F)C(F)=C(F)F
ep-857674 FC(F)=CC1(F)C(=C(F)F)OC1F
ep-857675 FC(F)=C(F)C1C(=C(F)F)OC1F
ep-857676 FC(F)=C(F)C1(F)COC1=C(F)F
ep-857677 C=C(F)C1(F)C(F)=C(F)OC1(F)F
ep-857678 FC=C(F)C1(F)C=C(F)OC1(F)F
ep-857679 FC=CC1(F)C(F)=C(F)OC1(F)F
ep-857680 FC(F)=CC1(F)C=C(F)OC1(F)F
ep-857681 FC=C(F)C1C(F)=C(F)OC1(F)F
ep-857682 FC1=CC(C(F)=C(F)F)C(F)(F)O1
ep-857683 FC(F)=CC1C(F)=C(F)OC1(F)F
ep-857684 FC=C(F)C1(F)C(F)=COC1(F)F
ep-857685 FC(F)=C(F)C1(F)C=COC1(F)F
ep-857686 FC(F)=CC1(F)C(F)=COC1(F)F
ep-857687 FC1=COC(F)(F)C1C(F)=C(F)F
ep-857688 FC=C(F)C1(F)C(F)=C(F)OC1F
ep-857689 FC1=CC(F)(C(F)=C(F)F)C(F)O1
ep-857690 FC(F)=CC1(F)C(F)=C(F)OC1F
ep-857691 FC(F)=C(F)C1C(F)=C(F)OC1F
ep-857692 FC1=COC(F)C1(F)C(F)=C(F)F
ep-857693 FC(F)=C(F)C1(F)COC(F)=C1F
ep-857694 FC1=CC=C(F)C(F)(F)C(F)(F)O1
ep-857695 FC1=C(F)OC(F)(F)C(F)(F)C=C1
ep-857696 FC1=CC(F)(F)C(F)(F)OC(F)=C1
ep-857697 FC1=CC(F)=C(F)OC(F)(F)C1F
ep-857698 FC1=CC(F)=C(F)C(F)C(F)(F)O1
ep-857699 FC1=CC(F)C(F)(F)OC(F)=C1F
ep-857700 FC1=C(F)C(F)=C(F)OC(F)(F)C1
ep-857701 FC1=COC(F)(F)C(F)(F)C(F)=C1
ep-857702 FC1=C(F)C(F)(F)C(F)(F)OC=C1
ep-857703 FC1=COC(F)(F)C(F)(F)C=C1F
ep-857704 FC1=COC(F)(F)C(F)C(F)=C1F
ep-857705 FC1=CC(F)=C(F)OC(F)C1(F)F
ep-857706 FC1=CC(F)=C(F)C(F)(F)C(F)O1
ep-857707 FC1=CC(F)(F)C(F)OC(F)=C1F
ep-857708 FC1=C(F)C(F)=C(F)C(F)C(F)O1
ep-857709 FC1=COC(F)C(F)(F)C(F)=C1F
ep-857710 FC1=C(F)C(F)=C(F)C(F)(F)CO1
ep-857711 FC#CC(F)(F)C1(F)OC1=C(F)F
ep-857712 FC#CC1(F)C(F)=C(F)OC1(F)F
ep-857713 CC=C1OC1(F)C(F)(F)C(F)(F)F
ep-857714 CC(F)=C1OC1(F)C(F)(F)C(F)F
ep-857715 FCC=C1OC1(F)C(F)(F)C(F)F
ep-857716 FCC(F)=C1OC1(F)C(F)(F)CF
ep-857717 FCC(F)(F)C1(F)OC1=CC(F)F
ep-857718 CC(F)(F)C1(F)OC1=C(F)C(F)F
ep-857719 CC(F)(F)C1(F)OC1=CC(F)(F)F
ep-857720 CC(F)=C1OC1(F)C(F)C(F)(F)F
ep-857721 FCC=C1OC1(F)C(F)C(F)(F)F
