ep-904920 FC(F)(F)OC(F)(C(F)(F)F)C(F)(F)F
ep-915596 FC1=C(F)C(F)(CC(F)(F)F)OC1(F)F
ep-915597 FC1=CC(F)(C(F)(F)C(F)(F)F)OC1F
ep-915598 FC1=CC(F)OC1(F)C(F)(F)C(F)(F)F
ep-915599 FC1=C(F)C(F)(C(F)(F)C(F)F)OC1F
ep-915600 FC1=C(F)C(F)(C(F)C(F)(F)F)OC1F
ep-915601 FC1=C(F)C(F)(C(F)(F)C(F)(F)F)OC1
ep-915602 FC1=CC(C(F)(F)C(F)(F)F)OC1(F)F
ep-915603 FC1=CC(F)(F)OC1C(F)(F)C(F)(F)F
ep-915604 FC1=C(F)C(F)(F)OC1C(F)(F)C(F)F
ep-915605 FC1=C(F)C(F)(F)OC1C(F)C(F)(F)F
ep-915606 FC1=C(F)C(C(F)(F)C(F)(F)F)OC1F
ep-915607 C=C(F)C1(F)OC(F)(F)C1(F)C(F)(F)F
ep-915608 FC=CC1(F)OC(F)(F)C1(F)C(F)(F)F
ep-915609 FC=C(F)C1(F)OC(F)(F)C1(F)C(F)F
ep-915610 FC(F)=CC1(F)OC(F)(F)C1(F)C(F)F
ep-915611 FCC1(F)C(F)(F)OC1(F)C(F)=C(F)F
ep-915612 FC=C(F)C1(F)OC(F)(F)C1C(F)(F)F
ep-915613 FC(F)=CC1(F)OC(F)(F)C1C(F)(F)F
ep-915614 FC(F)=C(F)C1(F)OC(F)(F)C1C(F)F
ep-915615 FC=C(F)C1OC(F)(F)C1(F)C(F)(F)F
ep-915616 FC(F)=CC1OC(F)(F)C1(F)C(F)(F)F
ep-915617 FC(F)=C(F)C1OC(F)(F)C1(F)C(F)F
ep-915618 FC(F)=C(F)C1OC(F)(F)C1C(F)(F)F
ep-915619 FC=C(F)C1(F)OC(F)C1(F)C(F)(F)F
ep-915620 FC(F)=CC1(F)OC(F)C1(F)C(F)(F)F
ep-915621 FC(F)=C(F)C1(F)OC(F)C1(F)C(F)F
ep-915622 FC(F)=C(F)C1(F)OC(F)C1C(F)(F)F
ep-915623 FC(F)=C(F)C1OC(F)C1(F)C(F)(F)F
ep-915624 FC(F)=C(F)C1(F)OCC1(F)C(F)(F)F
ep-915625 C=C(F)C1(F)OC(F)(F)C(F)(F)C1(F)F
ep-915626 FC=CC1(F)OC(F)(F)C(F)(F)C1(F)F
ep-915627 FC=C(F)C1(F)OC(F)(F)C(F)(F)C1F
ep-915628 FC(F)=CC1(F)OC(F)(F)C(F)(F)C1F
ep-915629 FC(F)=C(F)C1(F)CC(F)(F)C(F)(F)O1
ep-915630 FC=C(F)C1(F)OC(F)(F)C(F)C1(F)F
ep-915631 FC(F)=CC1(F)OC(F)(F)C(F)C1(F)F
ep-915632 FC(F)=C(F)C1(F)OC(F)(F)C(F)C1F
ep-915633 FC(F)=C(F)C1(F)OC(F)(F)CC1(F)F
ep-915634 FC=C(F)C1OC(F)(F)C(F)(F)C1(F)F
ep-915635 FC(F)=CC1OC(F)(F)C(F)(F)C1(F)F
ep-915636 FC(F)=C(F)C1OC(F)(F)C(F)(F)C1F
ep-915637 FC(F)=C(F)C1OC(F)(F)C(F)C1(F)F
ep-915638 FC=C(F)C1(F)OC(F)C(F)(F)C1(F)F
ep-915639 FC(F)=CC1(F)OC(F)C(F)(F)C1(F)F
ep-915640 FC(F)=C(F)C1(F)OC(F)C(F)(F)C1F
ep-915641 FC(F)=C(F)C1(F)OC(F)C(F)C1(F)F
ep-915642 FC(F)=C(F)C1OC(F)C(F)(F)C1(F)F
ep-915643 FC(F)=C(F)C1(F)OCC(F)(F)C1(F)F
ep-915644 FC(F)=C(F)C1=C(F)C(F)(F)C(F)(F)O1
ep-915645 C=C1C(F)(F)OC(F)(F)C1(F)C(F)(F)F
ep-915646 FC=C1C(F)(F)OC(F)(F)C1(F)C(F)F
ep-915647 FCC1(F)C(=C(F)F)C(F)(F)OC1(F)F
ep-915648 FC=C1C(C(F)(F)F)C(F)(F)OC1(F)F
ep-915649 FC(F)=C1C(C(F)F)C(F)(F)OC1(F)F
ep-915650 FC=C1C(F)OC(F)(F)C1(F)C(F)(F)F
ep-915651 FC(F)=C1C(F)OC(F)(F)C1(F)C(F)F
ep-915652 FC(F)=C1C(F)OC(F)(F)C1C(F)(F)F
ep-915653 FC(F)=C1COC(F)(F)C1(F)C(F)(F)F
ep-915654 FC=C1C(F)(F)OC(F)C1(F)C(F)(F)F
ep-915655 FC(F)=C1C(F)(F)OC(F)C1(F)C(F)F
ep-915656 FC(F)=C1C(C(F)(F)F)C(F)OC1(F)F
ep-915657 FC(F)=C1C(F)OC(F)C1(F)C(F)(F)F
ep-915658 FC(F)=C1C(F)(F)OCC1(F)C(F)(F)F
ep-915659 FC1(F)C=CC(F)(C(F)(F)F)C(F)(F)O1
ep-915660 FC1=CC(F)(C(F)F)C(F)(F)OC1(F)F
ep-915661 FC1=CC(F)(F)OC(F)(F)C1(F)C(F)F
ep-915662 FCC1(F)C(F)=C(F)C(F)(F)OC1(F)F
ep-915663 FC1=CC(C(F)(F)F)C(F)(F)OC1(F)F
ep-915664 FC1=CC(F)(F)OC(F)(F)C1C(F)(F)F
ep-915665 FC1=C(F)C(F)(F)OC(F)(F)C1C(F)F
ep-915666 FC1=CC(F)(C(F)(F)F)C(F)(F)OC1F
ep-915667 FC1=CC(F)OC(F)(F)C1(F)C(F)(F)F
ep-915668 FC1=C(F)C(F)(C(F)F)C(F)(F)OC1F
ep-915669 FC1=C(F)C(C(F)(F)F)C(F)(F)OC1F
ep-915670 FC1=C(F)C(F)(C(F)(F)F)C(F)(F)OC1
ep-915671 FC1=CC(F)(C(F)(F)F)C(F)OC1(F)F
ep-915672 FC1=CC(F)(F)OC(F)C1(F)C(F)(F)F
ep-915673 FC1=C(F)C(F)(C(F)F)C(F)OC1(F)F
ep-915674 FC1=C(F)C(F)(F)OC(F)C1C(F)(F)F
ep-915675 FC1=C(F)C(F)(C(F)(F)F)C(F)OC1F
ep-915676 FC1=C(F)C(F)(C(F)(F)F)COC1(F)F
ep-915677 FC1(F)C=CC(F)(F)C(F)(F)C(F)(F)O1
ep-915678 FC1=CC(F)C(F)(F)C(F)(F)OC1(F)F
ep-915679 FC1=CC(F)(F)OC(F)(F)C(F)(F)C1F
ep-915680 FC1=C(F)C(F)(F)OC(F)(F)C(F)(F)C1
ep-915681 FC1=CC(F)(F)C(F)C(F)(F)OC1(F)F
ep-915682 FC1=CC(F)(F)OC(F)(F)C(F)C1(F)F
ep-915683 FC1=C(F)C(F)(F)OC(F)(F)C(F)C1F
ep-915684 FC1=C(F)C(F)(F)OC(F)(F)CC1(F)F
ep-915685 FC1=CC(F)(F)C(F)(F)C(F)(F)OC1F
ep-915686 FC1=CC(F)OC(F)(F)C(F)(F)C1(F)F
ep-915687 FC1=C(F)C(F)C(F)(F)C(F)(F)OC1F
ep-915688 FC1=C(F)C(F)(F)C(F)C(F)(F)OC1F
ep-915689 FC1=C(F)C(F)(F)C(F)(F)C(F)(F)OC1
ep-915690 FC1=CC(F)(F)C(F)(F)C(F)OC1(F)F
ep-915691 FC1=CC(F)(F)OC(F)C(F)(F)C1(F)F
ep-915692 FC1=C(F)C(F)(F)OC(F)C(F)(F)C1F
ep-915693 FC1=C(F)C(F)(F)C(F)C(F)OC1(F)F
ep-915694 FC1=C(F)C(F)(F)C(F)(F)C(F)OC1F
ep-915695 FC1=C(F)C(F)(F)C(F)(F)COC1(F)F
ep-915696 FC#CC1(F)OC1(F)C(F)(F)C(F)(F)F
ep-915697 FC#CC(F)(F)OC1(F)C(F)(F)C1(F)F
ep-915698 FC1(F)C#CC(F)(C(F)(F)C(F)(F)F)O1
ep-915699 FC#CC1(F)OC(F)(F)C1(F)C(F)(F)F
ep-915700 FC#CC1(F)OC(F)(F)C(F)(F)C1(F)F
ep-915701 FC1(F)C#CC(F)(F)C(F)(F)C(F)(F)O1
ep-915702 FC(F)=C1C(F)(F)OC(F)(F)OC1(F)F
ep-915703 FCC(OC(F)(F)F)=C1C(F)(F)C1(F)F
ep-915704 FC(F)OC(=C1C(F)(F)C1(F)F)C(F)F
ep-915705 FCOC(=C1C(F)(F)C1(F)F)C(F)(F)F
ep-915706 FC(F)C(OC(F)(F)F)=C1C(F)C1(F)F
ep-915707 FC(F)OC(=C1C(F)C1(F)F)C(F)(F)F
ep-915708 FC(F)(F)OC(=C1CC1(F)F)C(F)(F)F
ep-915709 FC1C(=C(OC(F)(F)F)C(F)(F)F)C1F
ep-915710 FCC1=C(C(F)(F)F)C(F)(F)C(F)(F)O1
ep-915711 FC(F)C1=C(C(F)(F)F)C(F)(F)C(F)O1
ep-915712 FC(F)(F)C1=C(C(F)(F)F)C(F)(F)CO1
ep-915713 FC(F)C1=C(C(F)F)C(F)(F)C(F)(F)O1
ep-915714 FC(F)C1=C(C(F)(F)F)OC(F)C1(F)F
ep-915715 FCC1=C(C(F)(F)F)OC(F)(F)C1(F)F
ep-915716 FC(F)C1=C(C(F)(F)F)C(F)C(F)(F)O1
ep-915717 FC1OC(C(F)(F)F)=C(C(F)(F)F)C1F
ep-915718 FC(F)C1=C(C(F)(F)F)OC(F)(F)C1F
ep-915719 FC1(F)CC(C(F)(F)F)=C(C(F)(F)F)O1
ep-915720 Fc1oc(C(F)(F)F)c(C(F)(F)F)c1F
ep-915721 FC1(F)CC(=C(C(F)(F)F)C(F)(F)F)O1
ep-915722 FC1OC(=C(C(F)(F)F)C(F)(F)F)C1F
ep-915723 FC(F)(F)C(=C1OCC1(F)F)C(F)(F)F
ep-915724 FC(F)C(=C1OC(F)(F)C1F)C(F)(F)F
ep-915725 FC(F)C(=C1OC(F)C1(F)F)C(F)(F)F
ep-915726 FCC(=C1OC(F)(F)C1(F)F)C(F)(F)F
ep-915727 FC(F)C(=C1OC(F)(F)C1(F)F)C(F)F
ep-915728 FC1(F)OC(=C(C(F)(F)F)C(F)(F)F)O1
ep-915729 FCC(F)(F)C(=C1OC1(F)F)C(F)(F)F
ep-915730 FC1OC1=C(C(F)(F)F)C(F)(F)C(F)F
ep-915731 FC(F)(F)C(=C1CO1)C(F)(F)C(F)(F)F
ep-915732 FC(F)C(=C1OC1(F)F)C(F)(F)C(F)F
ep-915733 FC(F)C(=C1OC1F)C(F)(F)C(F)(F)F
ep-915734 FCC(=C1OC1(F)F)C(F)(F)C(F)(F)F
ep-915735 FC(F)C(F)C(=C1OC1(F)F)C(F)(F)F
ep-915736 FC1OC1=C(C(F)C(F)(F)F)C(F)(F)F
ep-915737 FC(F)C(=C1OC1(F)F)C(F)C(F)(F)F
ep-915738 FC(F)(F)CC(=C1OC1(F)F)C(F)(F)F
ep-915739 FCC1(F)C(=C(F)OC(F)(F)F)C1(F)F
ep-915740 FC(OC(F)F)=C1C(F)(F)C1(F)C(F)F
ep-915741 FCOC(F)=C1C(F)(F)C1(F)C(F)(F)F
ep-915742 FC(OC(F)(F)F)=C1C(F)C1(F)C(F)F
ep-915743 FC(OC(F)F)=C1C(F)C1(F)C(F)(F)F
ep-915744 FC(OC(F)(F)F)=C1CC1(F)C(F)(F)F
ep-915745 FC(OC(F)(F)F)=C1C(C(F)F)C1(F)F
ep-915746 FC(OC(F)F)=C1C(C(F)(F)F)C1(F)F
ep-915747 FC(OC(F)(F)F)=C1C(F)C1C(F)(F)F
ep-915748 FC(F)C1(F)C(=COC(F)(F)F)C1(F)F
ep-915749 FC(F)OC=C1C(F)(F)C1(F)C(F)(F)F
ep-915750 FC1C(=COC(F)(F)F)C1(F)C(F)(F)F
ep-915751 FC(F)(F)OC=C1C(C(F)(F)F)C1(F)F
ep-915752 FCC1(F)C(C(F)(F)F)=C(F)OC1(F)F
ep-915753 FC1=C(C(F)(F)F)C(F)(C(F)F)C(F)O1
ep-915754 FC1=C(C(F)(F)F)C(F)(C(F)(F)F)CO1
ep-915755 FC1=C(C(F)F)C(F)(C(F)F)C(F)(F)O1
ep-915756 FC1=C(C(F)F)C(F)(C(F)(F)F)C(F)O1
ep-915757 FCC1=C(F)OC(F)(F)C1(F)C(F)(F)F
ep-915758 FC1=C(C(F)(F)F)C(C(F)F)C(F)(F)O1
ep-915759 FC1=C(C(F)(F)F)C(C(F)(F)F)C(F)O1
ep-915760 FC1=C(C(F)F)C(C(F)(F)F)C(F)(F)O1
ep-915761 FC(F)C1(F)C(C(F)(F)F)=COC1(F)F
ep-915762 FC1OC=C(C(F)(F)F)C1(F)C(F)(F)F
ep-915763 FC(F)C1=COC(F)(F)C1(F)C(F)(F)F
ep-915764 FC(F)(F)C1=COC(F)(F)C1C(F)(F)F
ep-915765 Fc1oc(F)c(C(F)(F)F)c1C(F)(F)F
ep-915766 FCC(F)(F)C1=C(F)OC(F)(F)C1(F)F
ep-915767 FC1=C(C(F)(F)C(F)F)C(F)(F)C(F)O1
ep-915768 FC1=C(C(F)(F)C(F)(F)F)C(F)(F)CO1
ep-915769 FC1=C(C(F)(F)C(F)F)C(F)C(F)(F)O1
ep-915770 FC1=C(C(F)(F)C(F)(F)F)C(F)C(F)O1
ep-915771 FC1=C(C(F)(F)C(F)(F)F)CC(F)(F)O1
ep-915772 FC1=C(C(F)C(F)F)C(F)(F)C(F)(F)O1
ep-915773 FC1=C(C(F)C(F)(F)F)C(F)(F)C(F)O1
ep-915774 FC1=C(C(F)C(F)(F)F)C(F)C(F)(F)O1
ep-915775 FC1=C(CC(F)(F)F)C(F)(F)C(F)(F)O1
ep-915776 FC(F)C(F)(F)C1=COC(F)(F)C1(F)F
ep-915777 FC1OC=C(C(F)(F)C(F)(F)F)C1(F)F
ep-915778 FC1C(C(F)(F)C(F)(F)F)=COC1(F)F
ep-915779 FC(C1=COC(F)(F)C1(F)F)C(F)(F)F
ep-915780 Fc1oc(F)c(C(F)(F)C(F)(F)F)c1F
ep-915781 FC(OC(F)(F)F)=C1C(F)(F)CC1(F)F
ep-915782 FC(OC(F)F)=C1C(F)(F)C(F)C1(F)F
ep-915783 FCOC(F)=C1C(F)(F)C(F)(F)C1(F)F
ep-915784 FC(OC(F)(F)F)=C1C(F)C(F)C1(F)F
ep-915785 FC(OC(F)F)=C1C(F)C(F)(F)C1(F)F
ep-915786 FC(OC(F)(F)F)=C1CC(F)(F)C1(F)F
ep-915787 FC(OC(F)(F)F)=C1C(F)C(F)(F)C1F
ep-915788 FC1C(F)(F)C(=COC(F)(F)F)C1(F)F
ep-915789 FC(F)OC=C1C(F)(F)C(F)(F)C1(F)F
ep-915790 FC1C(=COC(F)(F)F)C(F)(F)C1(F)F
ep-915791 FC1=C(C(F)(F)F)C(F)(F)CC(F)(F)O1
ep-915792 FC1=C(C(F)(F)F)C(F)(F)C(F)C(F)O1
ep-915793 FC1=C(C(F)(F)F)C(F)(F)C(F)(F)CO1
ep-915794 FC1=C(C(F)F)C(F)(F)C(F)C(F)(F)O1
ep-915795 FC1=C(C(F)F)C(F)(F)C(F)(F)C(F)O1
ep-915796 FCC1=C(F)OC(F)(F)C(F)(F)C1(F)F
ep-915797 FC1=C(C(F)(F)F)C(F)C(F)C(F)(F)O1
ep-915798 FC1=C(C(F)(F)F)C(F)C(F)(F)C(F)O1
ep-915799 FC1=C(C(F)F)C(F)C(F)(F)C(F)(F)O1
ep-915800 FC1=C(C(F)(F)F)CC(F)(F)C(F)(F)O1
ep-915801 FC1C(F)(F)OC=C(C(F)(F)F)C1(F)F
ep-915802 FC1OC=C(C(F)(F)F)C(F)(F)C1(F)F
ep-915803 FC(F)C1=COC(F)(F)C(F)(F)C1(F)F
ep-915804 FC1C(C(F)(F)F)=COC(F)(F)C1(F)F
ep-915805 FC1=C(F)C(F)(F)C(C(F)(F)F)=C(F)O1
ep-915806 FC(F)=C(F)C(=C1OC1(F)F)C(F)(F)F
ep-915807 FC(F)=C1C(=C(F)OC(F)(F)F)C1(F)F
ep-915808 FC(F)=C1C(C(F)(F)F)=C(F)OC1(F)F
ep-915809 FC(F)=C(F)C1=C(F)OC(F)(F)C1(F)F
ep-915810 FC1=C(C(F)(F)F)C(F)=C(F)C(F)(F)O1
ep-915811 FCC1(F)OC1=C(C(F)(F)F)C(F)(F)F
ep-915812 FC(F)C1OC1=C(C(F)(F)F)C(F)(F)F
ep-915813 FC(F)C(=C1OC1(F)C(F)F)C(F)(F)F
ep-915814 FC(F)C(=C1OC1C(F)(F)F)C(F)(F)F
ep-915815 FCC(=C1OC1(F)C(F)(F)F)C(F)(F)F
ep-915816 FC(F)C(=C1OC1(F)C(F)(F)F)C(F)F
ep-915817 FCC(F)(F)OC(F)=C1C(F)(F)C1(F)F
ep-915818 FC(OC(F)C(F)F)=C1C(F)(F)C1(F)F
ep-915819 FC(OCC(F)(F)F)=C1C(F)(F)C1(F)F
ep-915820 FC(OC(F)(F)C(F)F)=C1C(F)C1(F)F
ep-915821 FC(OC(F)C(F)(F)F)=C1C(F)C1(F)F
ep-915822 FC(OC(F)(F)C(F)(F)F)=C1CC1(F)F
ep-915823 FC(OC(F)(F)C(F)(F)F)=C1C(F)C1F
ep-915824 FC(F)C(F)(F)OC=C1C(F)(F)C1(F)F
ep-915825 FC(OC=C1C(F)(F)C1(F)F)C(F)(F)F
ep-915826 FC1C(=COC(F)(F)C(F)(F)F)C1(F)F
ep-915827 FCC1(F)OC(F)=C(C(F)(F)F)C1(F)F
ep-915828 FC1=C(C(F)(F)F)C(F)(F)C(C(F)F)O1
ep-915829 FC1=C(C(F)F)C(F)(F)C(F)(C(F)F)O1
ep-915830 FC1=C(C(F)F)C(F)(F)C(C(F)(F)F)O1
ep-915831 FCC1=C(F)OC(F)(C(F)(F)F)C1(F)F
ep-915832 FC1=C(C(F)(F)F)C(F)C(F)(C(F)F)O1
ep-915833 FC1=C(C(F)(F)F)C(F)C(C(F)(F)F)O1
ep-915834 FC1=C(C(F)F)C(F)C(F)(C(F)(F)F)O1
ep-915835 FC1=C(C(F)(F)F)CC(F)(C(F)(F)F)O1
ep-915836 FC(F)C1(F)OC=C(C(F)(F)F)C1(F)F
ep-915837 FC(F)(F)C1=COC(C(F)(F)F)C1(F)F
ep-915838 FC(F)C1=COC(F)(C(F)(F)F)C1(F)F
ep-915839 FC1C(C(F)(F)F)=COC1(F)C(F)(F)F
ep-915840 Fc1oc(C(F)(F)F)c(F)c1C(F)(F)F
ep-915841 FC(F)=C1OC1=C(C(F)(F)F)C(F)(F)F
ep-915842 FC(F)=C(F)OC(F)=C1C(F)(F)C1(F)F
ep-915843 FC(F)=C1OC(F)=C(C(F)(F)F)C1(F)F
ep-915882 FCC1=C(F)C(F)(C(F)(F)F)C(F)(F)O1
ep-915883 FC1=C(C(F)F)OC(F)C1(F)C(F)(F)F
ep-915884 FC1=C(C(F)(F)F)OCC1(F)C(F)(F)F
ep-915885 FC1=C(C(F)F)OC(F)(F)C1(F)C(F)F
ep-915886 FC1=C(C(F)(F)F)OC(F)C1(F)C(F)F
ep-915887 FCC1(F)C(F)=C(C(F)(F)F)OC1(F)F
ep-915888 FC1=C(C(F)F)OC(F)(F)C1C(F)(F)F
ep-915889 FC1=C(C(F)(F)F)OC(F)C1C(F)(F)F
ep-915890 FC1=C(C(F)(F)F)OC(F)(F)C1C(F)F
ep-915891 FC(F)C1=CC(F)(C(F)(F)F)C(F)(F)O1
ep-915892 FC1OC(C(F)(F)F)=CC1(F)C(F)(F)F
ep-915893 FC(F)C1(F)C=C(C(F)(F)F)OC1(F)F
ep-915894 FC(F)(F)C1=CC(C(F)(F)F)C(F)(F)O1
ep-915895 FCC1=C(F)C(F)(F)C(F)(F)C(F)(F)O1
ep-915896 FC1=C(C(F)F)OC(F)C(F)(F)C1(F)F
ep-915897 FC1=C(C(F)(F)F)OCC(F)(F)C1(F)F
ep-915898 FC1=C(C(F)F)OC(F)(F)C(F)C1(F)F
ep-915899 FC1=C(C(F)(F)F)OC(F)C(F)C1(F)F
ep-915900 FC1=C(C(F)(F)F)OC(F)(F)CC1(F)F
ep-915901 FC1=C(C(F)F)OC(F)(F)C(F)(F)C1F
ep-915902 FC1=C(C(F)(F)F)OC(F)C(F)(F)C1F
ep-915903 FC1=C(C(F)(F)F)OC(F)(F)C(F)C1F
ep-915904 FC1=C(C(F)(F)F)OC(F)(F)C(F)(F)C1
ep-915905 FC(F)C1=CC(F)(F)C(F)(F)C(F)(F)O1
ep-915906 FC1OC(C(F)(F)F)=CC(F)(F)C1(F)F
ep-915907 FC1C(F)(F)C=C(C(F)(F)F)OC1(F)F
ep-915908 FC1C=C(C(F)(F)F)OC(F)(F)C1(F)F
ep-915909 FC1=C(F)C(F)(F)C(F)=C(C(F)(F)F)O1
ep-915910 FC1=C(F)C(F)(F)C(F)=C1OC(F)(F)F
ep-915911 FC(=C1CC(F)(F)O1)C(F)(F)C(F)(F)F
ep-915912 FC(=C1OC(F)C1F)C(F)(F)C(F)(F)F
ep-915913 FC(=C1OCC1(F)F)C(F)(F)C(F)(F)F
ep-915914 FC(=C1OC(F)(F)C1F)C(F)(F)C(F)F
ep-915915 FC(=C1OC(F)C1(F)F)C(F)(F)C(F)F
ep-915916 FCC(F)(F)C(F)=C1OC(F)(F)C1(F)F
ep-915917 FC(=C1OC(F)(F)C1F)C(F)C(F)(F)F
ep-915918 FC(=C1OC(F)C1(F)F)C(F)C(F)(F)F
ep-915919 FC(=C1OC(F)(F)C1(F)F)C(F)C(F)F
ep-915920 FC(CC(F)(F)F)=C1OC(F)(F)C1(F)F
ep-915921 FC1C(=CC(F)(F)C(F)(F)F)OC1(F)F
ep-915922 FC1OC(=CC(F)(F)C(F)(F)F)C1(F)F
ep-915923 FC(F)C(F)(F)C=C1OC(F)(F)C1(F)F
ep-915924 FC(C=C1OC(F)(F)C1(F)F)C(F)(F)F
ep-915925 CC1(C(F)(F)F)OC(F)(C(F)F)C1(F)F
ep-915926 FCC1(F)OC(CF)(C(F)(F)F)C1(F)F
ep-915927 CC1(F)OC(C(F)F)(C(F)(F)F)C1(F)F
ep-915928 CC1(C(F)F)OC(F)(C(F)(F)F)C1(F)F
ep-915929 FCC1(C(F)F)OC(F)(C(F)F)C1(F)F
ep-915930 FCC1(F)OC(C(F)F)(C(F)F)C1(F)F
ep-915931 FCC1(CF)OC(F)(C(F)(F)F)C1(F)F
ep-915932 CC1(C(F)(F)F)OC(F)(C(F)(F)F)C1F
ep-915933 FCC1(C(F)(F)F)OC(F)(C(F)F)C1F
ep-915934 FCC1(F)OC(C(F)F)(C(F)(F)F)C1F
ep-915935 CC1(F)OC(C(F)(F)F)(C(F)(F)F)C1F
ep-915936 FCC1(C(F)F)OC(F)(C(F)(F)F)C1F
ep-915937 FC(F)C1(F)OC(C(F)F)(C(F)F)C1F
ep-915938 FCC1(C(F)(F)F)CC(F)(C(F)(F)F)O1
ep-915939 FC(F)C1(F)CC(C(F)F)(C(F)(F)F)O1
ep-915940 FCC1(F)CC(C(F)(F)F)(C(F)(F)F)O1
ep-915941 FC(F)C1(C(F)F)CC(F)(C(F)(F)F)O1
ep-915942 CC1(C(F)(F)F)OC(C(F)(F)F)C1(F)F
ep-915943 FCC1(C(F)(F)F)OC(C(F)F)C1(F)F
ep-915944 FCC1OC(C(F)F)(C(F)(F)F)C1(F)F
ep-915945 CC1OC(C(F)(F)F)(C(F)(F)F)C1(F)F
ep-915946 FCC1(C(F)F)OC(C(F)(F)F)C1(F)F
ep-915947 FC(F)C1OC(C(F)F)(C(F)F)C1(F)F
ep-915948 FCC1(C(F)(F)F)OC(C(F)(F)F)C1F
ep-915949 FC(F)C1OC(C(F)F)(C(F)(F)F)C1F
ep-915950 FCC1OC(C(F)(F)F)(C(F)(F)F)C1F
ep-915951 FC(F)C1(C(F)F)OC(C(F)(F)F)C1F
ep-915952 FC(F)C1(C(F)(F)F)CC(C(F)(F)F)O1
ep-915953 FC(F)C1CC(C(F)(F)F)(C(F)(F)F)O1
ep-915954 CC1(OC(F)(F)C(F)F)C(F)(F)C1(F)F
ep-915955 FCC(F)(F)OC1(CF)C(F)(F)C1(F)F
ep-915956 CC(F)(F)OC1(C(F)F)C(F)(F)C1(F)F
ep-915957 CC1(OC(F)(F)C(F)(F)F)C(F)C1(F)F
ep-915958 FCC1(OC(F)(F)C(F)F)C(F)C1(F)F
ep-915959 FCC(F)(F)OC1(C(F)F)C(F)C1(F)F
ep-915960 CC(F)(F)OC1(C(F)(F)F)C(F)C1(F)F
ep-915961 FCC1(OC(F)(F)C(F)(F)F)CC1(F)F
ep-915962 FC(F)C(F)(F)OC1(C(F)F)CC1(F)F
ep-915963 FCC(F)(F)OC1(C(F)(F)F)CC1(F)F
ep-915964 FCC1(OC(F)(F)C(F)(F)F)C(F)C1F
ep-915965 FC(F)C(F)(F)OC1(C(F)F)C(F)C1F
ep-915966 FCC(F)(F)OC1(C(F)(F)F)C(F)C1F
ep-915967 FC(F)C1(OC(F)(F)C(F)(F)F)CC1F
ep-915968 FC(F)C(F)(F)OC1(C(F)(F)F)CC1F
ep-915969 FC(F)(F)C(F)(F)OC1(C(F)(F)F)CC1
ep-915970 CC1(OC(F)C(F)(F)F)C(F)(F)C1(F)F
ep-915971 FCC1(OC(F)C(F)F)C(F)(F)C1(F)F
ep-915972 FCC(F)OC1(C(F)F)C(F)(F)C1(F)F
ep-915973 CC(F)OC1(C(F)(F)F)C(F)(F)C1(F)F
ep-915974 FCC1(OC(F)C(F)(F)F)C(F)C1(F)F
ep-915975 FC(F)C(F)OC1(C(F)F)C(F)C1(F)F
ep-915976 FCC(F)OC1(C(F)(F)F)C(F)C1(F)F
ep-915977 FC(OC1(C(F)F)CC1(F)F)C(F)(F)F
ep-915978 FC(F)C(F)OC1(C(F)(F)F)CC1(F)F
ep-915979 FC(OC1(C(F)F)C(F)C1F)C(F)(F)F
ep-915980 FC(F)C(F)OC1(C(F)(F)F)C(F)C1F
ep-915981 FC(OC1(C(F)(F)F)CC1F)C(F)(F)F
ep-915982 FCC1(OCC(F)(F)F)C(F)(F)C1(F)F
ep-915983 FC(F)COC1(C(F)F)C(F)(F)C1(F)F
ep-915984 FCCOC1(C(F)(F)F)C(F)(F)C1(F)F
ep-915985 FC(F)C1(OCC(F)(F)F)C(F)C1(F)F
ep-915986 FC(F)COC1(C(F)(F)F)C(F)C1(F)F
ep-915987 FC(F)(F)COC1(C(F)(F)F)CC1(F)F
ep-915988 FC1C(F)C1(OCC(F)(F)F)C(F)(F)F
ep-915989 CC1(C(F)(F)F)OC(F)(F)C(F)C1(F)F
ep-915990 FCC1(C(F)(F)F)OC(F)(F)CC1(F)F
ep-915991 CC1(C(F)F)OC(F)(F)C(F)(F)C1(F)F
ep-915992 FCC1(C(F)F)OC(F)(F)C(F)C1(F)F
ep-915993 FC(F)C1(C(F)F)OC(F)(F)CC1(F)F
ep-915994 FCC1(CF)OC(F)(F)C(F)(F)C1(F)F
ep-915995 CC1(C(F)(F)F)OC(F)(F)C(F)(F)C1F
ep-915996 FCC1(C(F)(F)F)OC(F)(F)C(F)C1F
ep-915997 FC(F)C1(C(F)(F)F)OC(F)(F)CC1F
ep-915998 FCC1(C(F)F)OC(F)(F)C(F)(F)C1F
ep-915999 FC1C(F)C(C(F)F)(C(F)F)OC1(F)F
ep-916000 FCC1(C(F)(F)F)CC(F)(F)C(F)(F)O1
ep-916001 FC1CC(C(F)F)(C(F)(F)F)OC1(F)F
ep-916002 FC1(F)CCC(C(F)(F)F)(C(F)(F)F)O1
ep-916003 FC(F)C1(C(F)F)CC(F)(F)C(F)(F)O1
ep-916004 CC1(C(F)(F)F)OC(F)C(F)(F)C1(F)F
ep-916005 FCC1(C(F)(F)F)OC(F)C(F)C1(F)F
ep-916006 FC1CC(F)(F)C(C(F)F)(C(F)(F)F)O1
ep-916007 FCC1(C(F)F)OC(F)C(F)(F)C1(F)F
